title,start_year,runtime,type,orign_country,language,rating,num_votes,release_year,movie_rating,Comedy,Drama,Action,Documentary,Crime,Adventure,Biography,Animation,Reality-TV,Horror,Thriller,Family,Game-Show,Mystery,Romance,Music,Fantasy,Musical,Talk-Show,Sci-Fi,Sport,History,Other
Shepherds and Butchers,2016,106,Movie,South Africa,English,6.8,2582,2016,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take the 10,2017,80,Movie,United States,English,4.8,2858,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Playbook,2020,\N,TV Show,United States,English,7.5,1109,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aelay,2021,153,Movie,India,Tamil,7.1,513,2021,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hashoter Hatov,2015,30,TV Show,Israel,Hebrew,7.7,294,2015,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heartthrob,2017,86,Movie,United States,English,5.4,2502,2017,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Absurd Planet,2020,\N,TV Show,United States,English,3.9,1316,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive,2019,147,Movie,India,Hindi,3.5,6382,2019,teen,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Prince: The Royal Wedding,2018,92,Movie,United States,English,5.3,9405,2018,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Very Murray Christmas,2015,56,Movie,United States,English,5.5,14469,2015,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Beyblade Burst,2016,24,TV Show,Japan,English,6.7,330,2016,children,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Bruno!,2019,15,TV Show,United States,English,7.5,2605,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Busters,2019,\N,TV Show,United States,English,6.8,1002,2019,adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spy Kids: Mission Critical,2018,\N,TV Show,United States,English,4.9,278,2018,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mater,2017,80,Movie,Argentina,Spanish,4.6,216,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deuces,2016,87,Movie,United States,English,5.9,915,2016,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohawk,2017,91,Movie,United States,English,4.6,1397,2017,adult,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
How to Fix a Drug Scandal,2020,211,TV Show,United States,English,7.0,2549,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuromukuro,2016,24,TV Show,Japan,Japanese,7.2,1141,2016,teen,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
John Mulaney: The Comeback Kid,2015,62,Movie,United States,English,8.0,7496,2015,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freshman Year,2019,105,Movie,United States,English,5.1,155,2019,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajji,2017,104,Movie,India,Hindi,6.9,971,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinky Malinky,2018,12,TV Show,United States,English,5.7,358,2019,children,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Godfather,2019,92,Movie,United Kingdom,English,6.8,1375,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Burr: Paper Tiger,2019,67,Movie,United States,English,8.2,9268,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Robbins: I Am Not Your Guru,2016,115,Movie,United States,English,6.7,4085,2016,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrace House: Aloha State,2016,40,TV Show,Japan,Japanese,7.5,876,2017,teen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zumbo's Just Desserts,2016,52,TV Show,Australia,English,6.9,1902,2019,children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Punisher,2020,68,TV Show,Taiwan,Mandarin,5.9,105,2020,teen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
The House Next Door,2017,137,Movie,India,Telugu,6.8,2133,2017,adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuntilanak,2018,105,Movie,Indonesia,Indonesian,4.8,571,2018,teen,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Toys That Made Us,2017,46,TV Show,United States,English,8.1,5004,2019,teen,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gaga: Five Foot Two,2017,100,Movie,United States,English,7.0,11907,2017,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unnatural Selection,2019,66,TV Show,United States,English,8.0,1626,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabulous Lives of Bollywood Wives,2020,35,TV Show,India,Hindi,4.8,6887,2020,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Boy,2020,109,Movie,Canada,English,5.8,759,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Surgeon's Cut,2020,\N,TV Show,United States,English,8.4,798,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Song Exploder,2020,\N,TV Show,United States,English,7.4,600,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A New York Christmas Wedding,2020,88,Movie,United States,English,5.4,835,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Edge of Democracy,2019,121,Movie,Brazil,Portuguese,7.2,13655,2019,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Canvas,2020,9,Movie,United States,None,6.5,1940,2020,children,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indian Matchmaking,2020,\N,TV Show,United States,Hindi,6.2,2732,2020,teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Silencer,2018,88,Movie,United States,English,3.9,1000,2018,adult,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Garbage,2018,105,Movie,India,English,3.4,949,2018,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wira,2019,109,Movie,Malaysia,Malay,6.3,369,2019,teen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahara,2017,86,Movie,France,English,5.6,2529,2017,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinotrux,2015,\N,TV Show,United States,English,6.9,400,2017,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow High,2020,\N,TV Show,United States,English,5.8,53,2020,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Street Kids,2018,23,TV Show,United States,English,6.6,208,2020,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masaba Masaba,2020,50,TV Show,India,Hindi,6.7,1486,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Drags,2018,30,TV Show,Brazil,Portuguese,5.6,1370,2018,adult,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shirkers,2018,97,Movie,United States,English,7.4,4616,2018,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milada,2017,124,Movie,Czech Republic,English,6.3,1155,2017,teen,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dope,2017,45,TV Show,United Kingdom,English,7.3,1509,2019,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interior Design Masters,2019,44,TV Show,United Kingdom,English,6.5,1095,2019,children,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dragons: Rescue Riders: Secrets of the Songwing,2020,46,Movie,United States,English,5.5,120,2020,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chef's Table: BBQ,2020,\N,TV Show,United States,English,7.8,774,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angry Indian Goddesses,2015,115,Movie,India,Hindi,7.0,2746,2015,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let's Dance,2019,109,Movie,France,French,5.9,1195,2006,teen,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Big Flower Fight,2020,\N,TV Show,United Kingdom,English,7.5,915,2020,children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasing Coral,2017,93,Movie,United States,English,8.1,4666,2017,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Rescue: 401,2016,46,TV Show,Canada,English,7.0,265,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Joel McHale Show with Joel McHale,2018,30,TV Show,United States,English,7.2,2239,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coin Heist,2017,97,Movie,United States,English,4.8,2489,2017,teen,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Black Room,2017,94,Movie,United States,English,3.3,2683,2016,adult,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhythm + Flow,2019,\N,TV Show,United States,English,7.7,1366,2019,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tiny Creatures,2020,\N,TV Show,United States,English,4.9,1017,2020,children,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Audrie & Daisy,2016,95,Movie,United States,English,7.2,6125,2016,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upstarts,2019,112,Movie,India,Hindi,6.7,733,2019,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Bargatze: The Greatest Average American,2021,60,Movie,United States,English,7.3,836,2021,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside the Criminal Mind,2017,52,TV Show,United States,English,5.5,855,2018,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Gourmet,2017,20,TV Show,Japan,Japanese,8.1,1857,2017,children,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World's Most Wanted,2020,\N,TV Show,United States,English,7.2,1972,2020,teen,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Struggle: The Life and Lost Art of Szukalski,2018,115,Movie,Poland,English,8.0,3572,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Leftovers Ever!,2020,\N,TV Show,United States,English,5.7,394,2020,children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santana,2020,106,Movie,South Africa,Portuguese,3.9,831,2020,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undefeated,2011,113,Movie,United States,English,7.7,6832,2011,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Legend of White Snake,2019,45,TV Show,China,Chinese,7.6,162,2019,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Big Family Cooking Showdown,2017,59,TV Show,United Kingdom,English,7.0,576,2018,children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkest Dawn,2016,76,Movie,United Kingdom,English,4.1,2026,2016,adult,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O Silêncio do Céu,2016,102,Movie,Brazil,Spanish,6.5,1891,2016,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"What Happened, Miss Simone?",2015,101,Movie,United States,English,7.6,12879,2015,teen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rocko's Modern Life: Static Cling,2019,45,Movie,United States,English,7.0,3561,2019,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Scott: Look Mom I Can Fly,2019,84,Movie,United States,English,6.3,3866,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zig & Sharko,2010,7,TV Show,France,English,6.8,442,2019,children,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 años,2016,77,Movie,Spain,Spanish,6.8,4601,2016,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Word Party,2016,11,TV Show,United States,English,5.9,309,2021,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free: Riding Academy,2020,\N,TV Show,United States,English,6.8,47,2020,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost & Found Music Studios,2015,30,TV Show,Canada,English,6.8,547,2016,children,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrace House: Boys & Girls in the City,2015,30,TV Show,Japan,Japanese,8.2,1460,2016,teen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona,2019,20,TV Show,South Korea,Korean,6.6,930,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspector Gadget,2015,22,TV Show,Canada,English,4.6,469,2017,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#AnneFrank - Parallel Stories,2019,92,Movie,Italy,English,6.5,1242,2019,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Babies,2020,\N,TV Show,United States,English,7.0,636,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Force 2,2016,127,Movie,India,Hindi,6.2,5043,2016,teen,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Forest of Love: Deep Cut,2020,40,TV Show,Japan,Japanese,6.8,288,2020,adult,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amy Schumer: The Leather Special,2017,57,Movie,United States,English,2.9,9420,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who Killed Little Gregory?,2019,297,TV Show,France,French,7.4,2397,2019,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dancing with the Birds,2019,52,Movie,United States,English,8.3,1874,2019,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edha,2018,40,TV Show,Argentina,Spanish,4.9,587,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seriously Single,2020,107,Movie,South Africa,English,4.5,1124,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sky Ladder: The Art of Cai Guo-Qiang,2016,76,Movie,United States,English,7.3,1279,2016,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avicii: True Stories,2017,97,Movie,Sweden,English,7.6,6426,2017,adult,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fastest Car,2018,45,TV Show,United States,English,7.1,1171,2019,adult,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here to Heart,2018,\N,TV Show,China,Mandarin,7.5,157,2018,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Creative Brain,2019,52,Movie,United States,English,6.3,784,2019,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cities of Last Things,2018,106,Movie,Taiwan,Mandarin,6.2,1365,2018,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rising Phoenix,2020,105,Movie,United Kingdom,English,8.1,1334,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pandemic: How to Prevent an Outbreak,2020,50,TV Show,United States,English,6.4,2578,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fake or Fortune?,2010,63,TV Show,United Kingdom,English,8.6,483,2015,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:59,2011,78,Movie,Singapore,Mandarin,4.6,868,2011,adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QB1: Beyond the Lights,2017,35,TV Show,United States,English,7.8,798,2019,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cooked with Cannabis,2020,\N,TV Show,United States,English,6.6,266,2020,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Thunder,2017,60,TV Show,Canada,English,6.2,958,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan Didion: The Center Will Not Hold,2017,94,Movie,United States,English,7.4,1925,2017,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dukhtar,2014,93,Movie,Pakistan,Urdu,7.0,2279,2014,teen,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Daddy Issues,2018,81,Movie,United States,English,4.2,664,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lens,2016,109,Movie,India,English,6.7,1109,2015,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Riding Faith,2020,81,Movie,United States,English,4.4,174,2020,children,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Perfect Crime,2020,40,TV Show,Germany,German,7.3,1161,2020,teen,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izzy's Koala World,2020,\N,TV Show,Australia,English,8.0,149,2021,children,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Lovers and a Bear,2016,96,Movie,Canada,English,6.1,1771,2016,adult,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Turbo FAST,2013,23,TV Show,United States,English,6.5,495,2016,children,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brahman Naman,2016,95,Movie,India,English,5.6,1777,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Gimmick: Girl Meets Boy,2019,119,Movie,Japan,Japanese,4.5,336,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2O: Mermaid Adventures,2015,25,TV Show,Germany,German,5.7,147,2015,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strong Island,2017,107,Movie,United States,English,6.4,3621,2017,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder to Mercy: The Cyntoia Brown Story,2020,96,Movie,United States,English,6.4,2278,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beat Bugs,2016,24,TV Show,Australia,English,7.6,477,2018,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy,2018,124,Movie,United States,English,7.6,3969,2018,adult,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Border Security: America's Front Line,2016,\N,TV Show,Canada,English,6.6,97,2018,teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hisss,2010,98,Movie,India,English,2.9,1661,2010,adult,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Holiday Calendar,2018,95,Movie,United States,English,5.7,8763,2018,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Alan Saldaña: Locked Up,2021,49,Movie,Mexico,Spanish,4.4,10,2021,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Madness,2015,92,Movie,United States,English,4.2,572,2015,children,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kevin Hart: What Now?,2016,96,Movie,United States,English,5.9,9048,2016,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be Here Now,2015,100,Movie,United States,English,8.6,3260,2015,adult,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoking,2018,\N,TV Show,Japan,Japanese,7.5,381,2018,adult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,2008,138,Movie,India,Hindi,6.4,3089,2008,adult,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Bottom of the World,2017,85,Movie,Canada,English,5.3,5335,2017,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Yeh Ballet,2020,117,Movie,India,Hindi,7.6,1121,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music Teacher,2019,101,Movie,India,Hindi,6.3,597,2019,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ali Wong: Baby Cobra,2016,60,Movie,United States,English,7.6,6025,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under Suspicion: Uncovering the Wesphael Case,2021,180,TV Show,Belgium,French,6.3,439,2021,teen,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shot in the Dark,2017,37,TV Show,United States,English,8.0,1613,2017,adult,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhangra Paa Le,2020,131,Movie,India,Hindi,6.0,286,2019,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Take Your Pills,2018,87,Movie,United States,English,6.4,4632,2018,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Platt Live from Radio City Music Hall,2020,85,Movie,United States,English,8.4,404,2020,children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Coronavirus, Explained",2020,69,TV Show,United States,English,7.6,1843,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yucatán,2018,129,Movie,Spain,Spanish,5.6,1808,2018,adult,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room 2806: The Accusation,2020,197,TV Show,France,French,7.0,1847,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales by Light,2015,23,TV Show,Australia,English,8.3,1802,2018,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becoming,2020,89,Movie,United States,English,6.8,5835,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polly Pocket,2018,22,TV Show,Canada,English,6.7,77,2021,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,20,TV Show,United States,English,6.7,2280,2019,children,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Arrest,2019,104,Movie,India,Hindi,5.5,1483,2019,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bon Cop Bad Cop 2,2017,126,Movie,Canada,English,6.7,3879,2017,adult,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kong: King of the Apes,2016,\N,TV Show,United States,English,5.9,279,2018,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Hart: Zero F**ks Given,2020,69,Movie,United States,English,6.0,2786,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yummy Mummies,2017,40,TV Show,Australia,English,4.1,602,2019,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Business of Drugs,2020,\N,TV Show,United States,English,7.2,1411,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun the Sheep: Adventures from Mossy Bottom,2020,14,TV Show,United Kingdom,English,8.1,341,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deidra & Laney Rob a Train,2017,92,Movie,United States,English,6.1,1673,2017,teen,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brij Mohan Amar Rahe,2017,105,Movie,India,Hindi,6.8,2571,2018,adult,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
